# Version: ICTV_Master_Species_List_2022_MSL38_v3 (website: https://ictv.global/msl)
Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Genome Composition	Last Change	MSL of Last Change	Proposal for Last Change 	Taxon History URL
2861	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bowservirus		Bowservirus bowser	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206620
2862	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Branisovskavirus		Branisovskavirus Kc263	dsDNA	New,	38	2022.014B.Branisovskavirus_ng.zip	ictv.global=202214525
2863	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bridgettevirus		Bridgettevirus bridgette	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207136
2864	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bridgettevirus		Bridgettevirus constance	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207138
2865	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bridgettevirus		Bridgettevirus eileen	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207140
2866	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bridgettevirus		Bridgettevirus judy	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207137
2867	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bridgettevirus		Bridgettevirus peas	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207139
2868	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Brigitvirus		Brigitvirus brigit	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202208052
2869	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Britbratvirus		Britbratvirus britbrat	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206808
2870	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Brunovirus		Brunovirus SEN34	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206810
2871	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus Ab22	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200661
2872	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus CHU	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200662
2873	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus LUZ24	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200663
2874	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus PAA2	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200664
2875	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus PaP3	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200665
2876	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus PaP4	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200666
2877	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Bruynoghevirus		Bruynoghevirus TL	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200667
2878	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Buchananvirus		Buchananvirus Sa179lw	dsDNA	New,	37	2021.078B.R.Siphoviridae_new_genera.zip	ictv.global=202213618
2879	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Burrovirus		Burrovirus araxxi	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209707
2880	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Burrovirus		Burrovirus arete	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209708
2881	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Burrovirus		Burrovirus burro	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209706
2882	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Busanvirus		Busanvirus ACP17	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206812
2883	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Caminolopintovirus		Caminolopintovirus STGO351	dsDNA	New,	37	2021.078B.R.Siphoviridae_new_genera.zip	ictv.global=202213633
2884	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Camtrevirus		Camtrevirus BtCS33	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209755
2885	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Camtrevirus		Camtrevirus CM3	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209754
2886	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Camtrevirus		Camtrevirus S3501	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209756
2887	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cantarevirus		Cantarevirus cantare	dsDNA	New,	38	2022.015B.Cantarevirus_ng.zip	ictv.global=202214527
2888	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Capnelvirus		Capnelvirus RcapNL	dsDNA	New,	38	2022.016B.Capnelvirus_ng.zip	ictv.global=202214529
2889	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Carnodivirus		Carnodivirus cd2-like	dsDNA	New,	38	2022.017B.Carnodivirus_ng.zip	ictv.global=202214531
2890	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Carnodivirus		Carnodivirus cd4-like	dsDNA	New,	38	2022.017B.Carnodivirus_ng.zip	ictv.global=202214532
2891	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Carpasinavirus		Carpasinavirus carpasina	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207928
2892	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Carpasinavirus		Carpasinavirus XcP1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202207929
2893	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Carvajevirus		Carvajevirus carvaje	dsDNA	New,	38	2022.018B.Carvajevirus_ng.zip	ictv.global=202214534
2894	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus Ab30	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214549
2895	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus AIIMSPaB1	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214542
2896	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus D3112	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200945
2897	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus DMS3	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200946
2898	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus FET309	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214544
2899	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus FHA0480	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200947
2900	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus HW12	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214543
2901	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JBD5	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214538
2902	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JBD24	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214548
2903	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JBD26	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214541
2904	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JBD30	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214547
2905	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JBD69	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214545
2906	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus JD024	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214540
2907	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus LPB1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200948
2908	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus MP22	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200949
2909	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus MP29	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200950
2910	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus MP38	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200951
2911	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus MP42	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214546
2912	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus MP48	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214536
2913	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus PA1KOR	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200952
2914	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus PfII40a	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214550
2915	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus R24	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214535
2916	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus R960	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214539
2917	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Casadabanvirus		Casadabanvirus spike	dsDNA	New,	38	2022.019B.Casadabanvirus_16nsp.zip	ictv.global=202214537
2918	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cbastvirus		Cbastvirus ST	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200883
2919	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cecivirus		Cecivirus cv250	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200885
2920	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cecivirus		Cecivirus IEBH	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200886
2921	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cedarrivervirus		Cedarrivervirus Sf11	dsDNA	New,	37	2021.078B.R.Siphoviridae_new_genera.zip	ictv.global=202213616
2922	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBB14	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209801
2923	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBBA3	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209806
2924	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBBAm4	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209797
2925	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBBE1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209814
2926	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBBL12	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209807
2927	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIBBp64	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209818
2928	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus bIL67	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200869
2929	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus blBB94p4	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209794
2930	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus c2	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200870
2931	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC116	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209820
2932	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC122	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209823
2933	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC966	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209795
2934	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC967	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209819
2935	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC972	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209825
2936	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC1020	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209800
2937	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC1170	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209824
2938	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC1182	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209802
2939	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC1183	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209803
2940	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus CHPC1242	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209821
2941	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv05802	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209813
2942	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv20R03M	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209816
2943	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv37203	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209815
2944	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv50102	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209817
2945	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv50504	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209822
2946	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv5171F	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209805
2947	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv62402	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209798
2948	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv62403	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209799
2949	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus cv62606	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209809
2950	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus D4410	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209796
2951	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus D4412	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209811
2952	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus LacS15	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209808
2953	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus M5938	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209812
2954	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus PCB1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209810
2955	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Ceduovirus		Ceduovirus PCS1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209804
2956	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus c5	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200872
2957	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus Ld3	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200873
2958	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus Ld17	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200874
2959	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus Ld25A	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200875
2960	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus Ldb	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200877
2961	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cequinquevirus		Cequinquevirus LLKu	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200876
2962	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Certevirus		Certevirus C23	dsDNA	New,	38	2022.021B.Certevirus_ng.zip	ictv.global=202214554
2963	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chakrabartyvirus		Chakrabartyvirus pf16	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206814
2964	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chaoshanvirus		Chaoshanvirus ZPAH34	dsDNA	New,	38	2022.022B.Chaoshanvirus_ng.zip	ictv.global=202214556
2965	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chenonavirus		Chenonavirus Che9c	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200922
2966	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chenonavirus		Chenonavirus sbash	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202205506
2967	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chertseyvirus		Chertseyvirus GE1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202209864
2968	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chiangmaivirus		Chiangmaivirus RSF1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200493
2969	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chiangmaivirus		Chiangmaivirus RSL2	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200494
2970	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chidieberevirus		Chidieberevirus chidiebere	dsDNA	New,	38	2022.023B.Chidieberevirus_ng.zip	ictv.global=202214558
2971	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chidieberevirus		Chidieberevirus chisanakitsune	dsDNA	New,	38	2022.023B.Chidieberevirus_ng.zip	ictv.global=202214559
2972	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Chopinvirus		Chopinvirus KSY1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202200703
2973	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimandefvirus		Cimandefvirus cimandef	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202211652
2974	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimandefvirus		Cimandefvirus eline	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202211654
2975	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimandefvirus		Cimandefvirus gamede	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202211655
2976	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimandefvirus		Cimandefvirus Ggerry	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202211656
2977	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimandefvirus		Cimandefvirus heva	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202211653
2978	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Cimpunavirus		Cimpunavirus CMP1	dsDNA	Renamed,Moved,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206733
